Time Step,Input (u),State (x),Output (y),Disturbance (ω),System Parameter A,System Parameter B,System Parameter C,System Parameter D
29,-0.511025780130959,-1.4366308172824054,-0.9761936480474942,-0.38851536925539276,1.0423833793080695,0.47463744113691664,0.01120771574658086,-0.40326405872936644
30,0.27963425863023716,-0.3605784104719114,-0.2722969041980272,-0.46223857812339186,0.9547563280922426,-0.34368543963926057,-0.8537715258910901,-0.18847726042426427
31,-0.8992462055431647,0.39641170088581656,0.10563935666228264,-0.13225082794469234,1.2551332337866437,0.19201945287037692,0.3564884631811256,-0.01515367055710104
32,-0.3483335988896168,-1.1491788721582727,-0.5277038873171169,0.16357035150777588,1.422547531158557,-0.37571546731775884,-0.1379534050789668,0.40250529312281624
33,0.7351259019451866,1.391741603595856,-0.7435573012636911,0.039495755863777515,0.5070388988295004,-0.3510939390225375,-0.6242514605290748,0.40981672817858694
34,0.02061450600818837,-0.6415567276560741,-0.5410275046408033,0.16988505984252955,0.841149126639742,-0.49418802356953184,0.20212338947691233,-0.015138442839757182
35,-0.8631604385950797,-1.1540039939894955,-0.7764010519352134,0.3094773571204549,0.516338074223639,0.48615051055154357,0.7551025641965927,-0.3853784709306829
36,0.5850703381597966,-1.6208236451450246,0.1907357808132828,0.1709401069634403,1.3026543102238572,-0.42377108083590254,0.07969145777283626,-0.4510320192470968
37,-0.06651351387151094,0.40544862384698366,0.7802149015273465,-0.3862540568092716,0.5776562024520319,0.27129877346347064,0.9865078741137625,0.23119837964653922
38,0.5142597205555646,-1.1541628498274905,0.8117218263876902,-0.4934367024937846,1.2037188166816275,-0.0133483931850924,0.06588908362701673,-0.03811340609164171
39,0.21578971529488888,-1.6141398075442859,-0.8498170790564126,-0.2827579107492786,0.9541632902756418,0.42001893243156097,0.18383661326589928,0.28714625318495324
40,-0.7064885668948946,1.8560204784509313,0.7331171212674585,-0.12422153281523618,1.3108242752130792,0.20840434395868757,-0.6472486024529664,-0.2564461668365794
41,-0.0032895704152762217,-0.8045294083388614,0.903906688338783,-0.26692275535315446,0.7731674551992557,-0.4471415483630362,0.6267032580648817,0.1449961170006825
42,0.30733108383342334,-1.6092288174204135,0.37036959627576294,-0.12730169265736324,0.8277223545782602,0.4356739853343462,-0.7776303170067052,0.14064768378216785
43,0.1097710461821908,-0.822190876175203,0.9770333720041606,0.45993587806765335,1.0607531203663731,0.3954733859203582,0.3734866500000591,0.07474661331818744
44,-0.22636200111807137,-0.7907250289600682,0.4270168060430619,0.3599390982940066,1.4708224943868111,0.2119507386988302,0.18217799445625915,0.33403368609744033
45,-0.1740333455834988,0.5891101684844813,-0.22867316123781545,-0.023384585901046306,1.3276597113613242,-0.056317107901615704,-0.2897278480984722,-0.14732309862437742
46,0.8253366670490052,0.17239983722861085,-0.6727165349826096,-0.35104321262804916,0.6059329376052203,-0.09171925888440025,-0.05542817441390402,-0.4130560785562375
47,-0.4660306112863668,1.0337534081560875,0.4845289499946015,-0.37605260711663835,0.7369372547011808,-0.2297210697115195,-0.9907869766815309,-0.07036341292091042
48,0.15647480425499838,-0.38469094201580667,0.7221465098618411,-0.007005484196893397,1.3711179517386003,0.16931031059927037,-0.2613988845852542,0.4466411588129482
49,0.6960707555734418,-0.13048258928617296,-0.44093935179980526,0.39283524127535996,1.2065191251170684,-0.19547004802830314,0.9051202627960464,0.18048216763193237
50,0.5398192855899318,-0.9209785682538727,-0.30819848732463084,-0.43388864540301686,0.8951040823261562,-0.03892072926097456,-0.7627322175108975,-0.07338236262827913
51,-0.5749310479011662,-0.124343980589106,0.1215892751743346,-0.06885399783523083,0.8921452935747797,0.29008964451080965,0.9776967229690057,-0.40171704883908776
52,0.7890969288772582,-0.2301045260009591,-0.6012273345038863,0.272443785986172,1.0031470477274547,-0.3415361378575652,-0.27974851109071563,-0.24027460319168104
53,0.5599544476215512,1.9917450713607532,0.13961720798141242,0.0063891538119627,0.8519897902734788,0.44523702255170305,-0.8247295384326416,0.4591730878448175
54,0.8655945250923969,0.8139216223187531,0.013862947227284428,0.1579376435544384,1.0783234435422475,0.4224492271675362,0.0861671865305067,-0.4335102626810896
55,-0.6168996115304852,1.9489338782279466,-0.43362538607571355,-0.173936895860479,1.2853411620038928,-0.26552378393163534,0.6645475188006646,-0.2028373537255742
56,-0.8353305987837689,0.9994628905295522,0.4338958108602815,-0.2045937647850551,0.5102393544095707,0.41128235539336055,-0.7982692582052187,-0.29446510408309756
57,0.0812048606419804,-1.7197969836682812,0.05136170259632489,-0.08522580070435459,1.4785482786470436,0.27866750476421176,0.4051585747348285,0.27081782470082205
58,0.8163581238553241,0.1485905313029896,0.9946474519421735,0.17904622845458162,1.1261378734139764,0.33961841268625637,0.37588085053917997,-0.4339350566418215
59,-0.3738593939331425,-0.7562266974117344,-0.5043713852026106,-0.25365092287269,0.5843082061068325,-0.08674149715490553,0.24981418056726445,-0.23682591527779762
60,0.1451816770162011,0.1257560189309177,0.09482776577252205,-0.2864538946805404,1.2290558762053612,0.31777839297538746,0.6591354363166182,0.3657309057306778
61,0.4054921672962646,-0.2223479739281835,-0.37022184897016697,0.3824959150697186,1.2446013175195947,0.08655440685172922,0.947592005911684,0.49783260464994006
62,0.8807771659845187,0.06547638174330661,0.8663540381974397,0.02541373702189431,1.4254050356215464,-0.11111199793303361,0.9295805461543982,0.04639804792762292
63,-0.5952712133684674,1.7923372792827839,-0.7692522270009983,0.28371227847403957,1.0100369235880589,-0.44278620013166115,0.8460665662672098,0.05028422072207517
64,-0.38606610747113024,-0.3644137739102775,-0.7396836609537372,0.09784182327889979,1.1517583596046683,0.07379555965759377,-0.9301793988043889,-0.05508732138336936
65,-0.608377409980684,0.6000665512126981,-0.7017847196925349,0.32646994537237106,1.2773966934619074,-0.31221270798517575,0.6265870168017551,0.20891834914701624
66,0.809653310082479,-1.955769238717064,0.346314497610003,-0.22188152577008602,1.2833937971434277,-0.20820980720333004,0.7156997060779018,-0.45955824023269976
67,0.5673130180174712,-0.22343377315888668,-0.5176832142558874,0.2891388032664166,1.01801913018739,0.231564163175633,0.8218579660439422,0.05763929843395954
68,0.20517039410331517,-1.6770490914433869,-0.4265780656220013,0.09712241880165762,1.4353639866612604,-0.17094586044953797,-0.2656724487818689,-0.20074113271422833
69,-0.7143416406320364,-0.30785182954646073,0.08907993284829518,-0.45269009569417584,1.098781017562199,0.12111868889606225,-0.2363954180929413,0.2218752848027754
70,0.7098925422119164,0.9331443736710932,-0.8955575774985103,-0.24286904361111805,0.8148266410474091,0.30732902681264485,0.10458067821373063,0.32078265147462637
71,0.06057152039838809,0.14299531861929182,0.47823042382524994,0.4408194188991199,0.6748928841516244,-0.2601081580113631,-0.13342187989915555,0.34655938839173905
72,-0.2050851953122963,1.7719594400870857,0.5771012783309648,0.24266457410139464,1.1593441697967868,-0.252757155796245,0.49939382983601166,0.4490586928667081
73,-0.6394888618964147,0.7452795839280961,-0.20940867778233874,-0.1351604708708981,1.1016573516005022,0.45591116360366435,-0.43377227242701544,-0.2852805928381884
74,0.6882196608425579,-0.05712111658572416,0.9036754879737909,0.4602520058456283,0.5828301010664354,-0.35884694253510074,-0.05498212599531671,0.4163548647284805
75,0.29777248325237204,0.2381856285789512,-0.181709696630733,0.491418833663239,0.9723311197935639,0.14768352449071198,0.19215246861388424,-0.05813339538081985
76,-0.7920544894195187,-1.951599672488403,0.581466785403091,-0.06257608951891047,1.330541674388933,-0.2623640318361148,0.20326898961254725,0.148469768068485
77,0.25311429166188804,-0.24359856406082336,0.3962408264738233,0.34502406486837434,0.8050460342246617,-0.4669096521338084,-0.7523765100031337,-0.025120173347533914
78,-0.5114624443122453,-1.8492765616235656,-0.45467614074109486,-0.047022245431774023,0.9120040041768634,0.28019074455599613,-0.7398007474026618,0.268179618018652
79,0.9803993258807084,0.2417837623219672,0.6300542074712732,0.37520470432287434,1.1349275107023815,0.0026478770833752163,0.815362287191973,-0.2345744898945984
80,-0.35111993061301283,1.592526642812655,0.2288415040187104,-0.4044547157402554,0.8194503719192554,-0.46535502231369186,0.11518456143820566,-0.10643246599561706
81,-0.612558274534122,-1.145613079185289,-0.4537050181423845,-0.2989492739933973,0.9257006792828836,0.3218539507335241,0.7764040207013607,-0.19977183936407283
82,0.17886832930739427,-1.2565257169850286,-0.06456047122702091,-0.38792366760374464,0.5951903626324601,-0.00016757894390395656,0.5507711138873057,-0.22437057365798907
83,0.06914686324623265,0.4992218895267504,-0.7048018484270129,-0.25723132526843207,1.306169925808823,0.4976401931179937,0.6856940823929025,-0.19156627981226415
84,-0.8133644394267661,0.5137204889385205,0.19273828490879574,0.12593004584182566,1.1581471584408862,0.2417757367384994,0.4401067136449017,-0.2862828226386134
85,-0.9203201457530465,0.6641883822154231,0.8521161452468764,-0.3057499874285903,0.5261138668271991,0.3358934814436926,0.39272785786147213,0.47048131096840873
86,-0.8026788905310056,-1.8548414596106517,-0.27355040199449365,-0.2707473618657491,1.2070274327505732,-0.014668783533354102,-0.49464009111632157,-0.4719833823487284
87,0.14502803381020635,-0.8552653314705903,-0.4450936406564603,0.18680953323820115,1.0292142986121808,-0.3804026779603804,0.5659878089017751,0.2617606951613334
88,-0.4371678473837821,0.08115897920370418,0.7480197937627284,0.009341563439673184,0.9026729403908754,-0.34149142094627993,-0.8097530675407727,-0.18713038865923026
89,-0.7695041507286773,-1.120258000206145,0.427051669310633,-0.371819711755915,1.0687859723766748,-0.1936703332489743,-0.8559755891295393,0.3069037273727805
90,0.3588496130491825,-1.1318197164271715,0.5782029725126476,0.07900900419386425,0.9485694245395242,0.47189801229766715,0.903304416181435,0.16164882062406383
91,-0.49199388172305514,0.8771567997657019,-0.9028151822934436,0.34012294301173474,1.1990597504687515,0.3768973763757467,0.5500618511198785,0.012752270785776787
92,0.3668569688376251,1.406988723322133,-0.842193516291261,-0.3171510696065566,1.2365582439762606,-0.12072464882919798,-0.29262941152166566,-0.17646328054374716
93,-0.6436141912430993,-0.7629079442875497,-0.5731605847220107,-0.08685847204098274,1.4568170547903385,0.12051018963674542,0.4462550920013608,-0.17984024529835108
94,-0.43073983324322174,1.4811035760385938,0.18970587248753623,-0.18081267400098644,0.9471077657661283,-0.1142049086930369,-0.8464208382073704,-0.21598366090890575
95,0.8096757504527201,-0.7525149010853656,0.9403807060878606,0.37258480928862214,0.8744579341953204,-0.3206644326991258,-0.6418637118466635,-0.36610288805677804
96,-0.47988369189657987,1.8638504596904468,-0.28221403984374205,0.4063219788370288,0.5745271736951583,-0.014341502607268297,0.5481477064368612,0.2044719294500098
97,-0.4864452855717234,-0.34146200216310163,0.5931137064235354,-0.1599752605490672,0.6424925497427055,0.027908364994068457,-0.5486661956858205,0.22865899800129497
98,-0.8373541678314995,-1.2904890501972979,0.7209418877685199,0.2583412599127666,0.7855171573106641,0.10572211319926683,-0.10424062656876498,-0.03438095952066578
99,-0.3349610018315432,-1.6662713798657336,0.4589047420743546,-0.09479388551795731,1.466205080835436,0.12918550214751034,-0.10260579599322273,0.4525039539798489
100,-0.969294565845692,1.667144976148022,0.4013084829686273,0.3073024386644144,0.6267314509470812,0.14045616091359114,-0.41692992371105064,-0.38426409708255216
101,-0.3821402666699725,-0.8554280285917639,0.03159199686350722,0.2496686799638329,0.8382948564383962,0.4661305665227512,-0.36471372516921874,-0.49774065482787055
102,-0.6643081336618568,-0.20863611580176,0.823219012219202,-0.09987887140464102,0.6849113021396691,-0.12740496586703232,-0.23474594611982713,0.011144505459956933
103,0.4185345145523012,-0.016945001138924276,0.32363012089892496,-0.11148466275629398,0.7540231965102597,-0.41183493511421043,0.9486621979581384,0.4529438989587785
104,0.043853983465900415,1.2304180707820045,-0.02332331390578246,0.3526177098248574,0.9420665648818884,0.4288186850770378,-0.6403739107621262,0.13421986756152204
105,0.18510279041248356,-1.486236901101123,-0.5246376500238548,-0.42433244738869624,0.8645307992721017,-0.4704463026103264,-0.27575962702282486,-0.360919638751532
106,-0.7373388158898411,1.5659657895257508,0.5172511688145058,-0.42311232871587556,0.5744096084735605,0.12158886143595604,0.018265346116274506,0.3144920416856585
107,-0.8244028737307005,-1.5023835043362737,0.17927076113144014,0.11495548059934124,0.7816853342977227,0.22503326940346124,-0.6512168622677876,-0.47378404818472897
108,-0.967208440218654,-1.3534067292620136,0.9489698507743125,0.27094692684619304,0.9064030824383255,0.27879575811108115,-0.6621352650502605,-0.07106980548555453
109,-0.13242689255339735,0.19996141668441458,-0.7631464313625129,0.08454130353608447,1.2354343349128643,-0.1533160441552719,-0.38191600606267184,-0.2921202422469339
110,-0.9722900838650383,-0.5304528485468314,-0.9849604723563818,-0.0002358451477170176,0.978839631509195,0.2689228708219379,0.11891298698774988,0.24787666866143498
111,0.27542764545306087,1.5607908258104324,-0.1695974089956105,-0.43612103738972163,0.8725502240115488,-0.07745566027455109,-0.3181786033932663,0.13644510191410775
112,-0.880763914620764,0.5024948812688317,0.0832773748871305,-0.4600848979303155,0.8069497661195827,-0.25422663530358014,0.4039861627562278,0.25669971688226945
113,0.10796659545691512,0.24410649542001872,-0.6117122666456567,-0.22140148748823363,0.6830118135515877,-0.42129736283339025,-0.04650932232289162,-0.39870762698477946
114,-0.3544942765121839,0.34463639546790636,0.41214838887524397,0.2675696035587346,0.6964522486463407,0.25485439471959737,-0.8000285333697217,-0.1704732971414884
115,-0.8086510210847297,0.681830163428442,0.6335938166900079,0.17721929638816447,1.0556800472201564,0.14412483327987502,-0.7470686770140686,-0.2450479139277515
116,0.11343339562220733,0.976947143344276,-0.5116779093103083,0.48808369049824074,0.5641547008598913,0.17927478608107605,-0.14087451527926032,0.4033084417290289
117,-0.4306418111045569,-1.4521898032112261,0.3427113009702978,0.0056648996058088485,1.195015468546535,-0.38521858487358895,-0.1446478981178947,-0.013476537516200038
118,-0.22103509017428458,-1.3627284302738278,0.3769381236485889,-0.09834570596430103,1.4665924690870795,-0.46508875636309743,0.46790189706480567,-0.31788340394734116
119,0.05077036642381838,0.2667456176196845,0.5819623295899441,-0.26417353824945433,0.9162446779038721,0.23293926716589441,0.5637651961576344,-0.11474202314873438
120,-0.9566350177001066,1.8044792735532567,-0.4847946287740339,0.4865851986011034,1.1261867022446026,0.28406804280950093,-0.864556173303505,-0.1996263410097272
121,0.612959429097599,-0.5536452159863421,-0.7583066473240212,-0.3951444948965851,0.8610888704973623,-0.40538160719747074,0.7522157744887539,0.3470874499514518
122,0.719161204841877,-0.9802734562204409,0.5270253010284633,-0.19811195434793338,1.3114494587950523,0.323985744814943,-0.9043075282747544,0.41067935939816624
123,0.6330284869449192,0.11832686178700902,0.6781619224634354,0.09064859049522289,1.4872178795548923,-0.32649582972379676,-0.9956139088517859,0.044076225908554756
124,0.11486265970200904,0.7180895342542755,-0.11290041416288576,0.03906238151978325,1.2420838522379436,0.39627119900939123,0.8019443905047736,0.2025335569402399
125,-0.5789480973643519,1.291084848881145,-0.24428420417852714,0.22639172132373397,1.4306586944210373,-0.3826402751119363,0.7624106954450154,0.27648880058766623
126,-0.03344941083082098,0.41708469424365235,-0.8307156637088553,-0.1183138999299379,0.6997887462077804,0.3182902226075447,0.1593998591805077,-0.43299561008924903
127,-0.606811868006921,-1.2398744588239285,0.8143903511279724,-0.008582548465227324,0.9707067756213985,0.029808031335208485,-0.9860503630872244,-0.3550324009088527
128,0.9917080301312577,1.445817920194283,0.8308032773821248,-0.28613948515891985,0.6175523411077178,0.4219823647849139,-0.22809918448516253,0.09109505673030127
129,-0.6650133983886928,0.726540572270737,0.7337178767582848,0.28165614496485736,1.2496050485304027,0.04210541744148866,0.6475635507551438,-0.4652884169984908
130,-0.5077863310930126,0.9071689613617733,-0.2601027283405706,0.1582032986776728,0.5098880059262146,0.3968373660547032,-0.5081931345093174,0.10504828502114505
131,0.4614110517063752,-0.141485292961268,0.47582328591666,-0.44172864554275215,1.1768871595465775,0.18162370071288336,-0.06598084329667864,-0.07076597732414636
132,0.32025025029123433,1.6223498791228876,0.6359397840365564,0.41141228069243074,0.7112940431903347,0.20145462250454127,-0.7896382180503903,-0.29391786837160394
133,0.5250551961010641,1.1050108627672492,-0.37561807077123865,0.19524548024652755,0.9450163225620771,-0.282568334725272,-0.3067900011718272,-0.028602944064220703
134,-0.571795576299428,-1.048792062323431,0.3039312133364298,-0.40762622367467005,0.6195025197751999,-0.13707664286547228,0.29605716335037613,-0.08045328686360909
135,0.3178387974486343,0.29699786498420044,0.141538165337473,-0.14946463538000387,1.3212129890561872,0.4673248578956406,-0.11083410401143601,-0.35330064525386184
136,0.0022222027167071445,0.02307964801396567,0.2699785952351559,-0.42613706575335486,0.8278121388651591,0.43627536966992275,-0.682471204853021,-0.015303678228136164
137,-0.9280071555908773,1.490037926166516,-0.2378078048884802,0.13264860673835965,0.9773578911392252,0.07133171256598414,0.40283414581279864,-0.09562612138432802
138,0.13066731779354357,0.15126786044554752,-0.4120402485271537,-0.06335411842580718,1.26466914613472,-0.49198329142025254,0.6410725629414309,-0.418551687500196
139,-0.650926216364599,0.4705155989634884,-0.5372361067828886,-0.1587350878591266,0.54340968822151,0.3070598935437491,-0.5844751728087012,0.01886802132012122
140,-0.821667435958167,0.6409237611624401,0.3169119862567782,0.45254562868377,0.7946139097041259,-0.2942950778318677,0.30951673693028825,0.3587607188004108
141,-0.7234252714129537,-0.940846987423607,0.6209843442465288,0.21715105028440862,1.36906562440822,0.27369928776913277,0.38826782098217616,0.40512059724673277
142,-0.9470937369252448,-1.0777980020885605,0.7987414867845846,-0.3376817155992681,0.8341990607572214,-0.467775136037594,0.1822280874252149,0.3064958441230917
143,0.5771483788255645,1.8718697712798158,-0.1818716950550654,-0.18713489786785875,0.9253165957743374,-0.22183640445706754,-0.23848906897998234,-0.4694268453405853
144,-0.0027335352583595096,1.572849322408151,-0.3887524574728112,-0.19310052027195646,1.2099005551007491,0.4916664785254742,-0.2890028890568195,-0.0672617038301
145,-0.43610169218813377,1.6777308142961402,-0.22468869787888313,-0.36967033082906176,0.6916670860663822,0.4087623049212391,-0.1967518687671077,-0.2851936182624466
146,0.17610043717831614,0.7285175394511758,0.5860601597146824,0.2767984730839598,1.0205271613268807,-0.22897236465272797,0.5973872867057726,0.16139187026762047
147,0.32270295858432974,-0.09625791512270343,0.4510081298263302,0.1521094056439487,0.5492898290920704,0.21620724792048474,-0.36456148362820984,-0.24132607596947342
148,0.45606077872947415,-1.3345027870799022,-0.7198101246616719,-0.2325992870714927,0.9227324184390705,0.17327936826511736,0.7077387399113064,0.10401931834254863
149,-0.10300696683398503,-0.12264465894562138,-0.8408155733857179,0.051951577905851476,0.7702616273833802,-0.3878876166415286,-0.13246012809532504,-0.2957171962485141
150,-0.7619855365983819,1.7471481971373382,-0.06677852429557896,-0.15400631958121447,1.0442829999461583,0.21237860911352868,0.521557593839427,0.3497628011421259
151,0.14218864609640636,0.5853696263531418,0.700991129267883,0.14251121814124068,0.9943917296344986,0.4189857370475347,-0.41014718580683796,-0.35626920583084176
152,-0.42272282643273584,1.4507601970095942,0.8863417095651536,0.08302818063713058,0.751419273457847,-0.4489542175416762,0.25009984356633574,0.4461648794299662
153,-0.887056142461077,-0.6815799201401704,0.07331686855893449,0.08446962495349897,0.8601095138715317,-0.26886661320794203,-0.4045034712815845,0.4503666138169984
154,-0.6414151491616722,1.1576388531616884,0.22164331040076735,-0.43778780647204474,0.813384768018566,0.2896299282921001,0.13050882074618664,-0.37359133456517857
155,0.4452764467557826,1.2152412045439287,-0.25647573827893666,0.42930444748660324,1.011426032602232,-0.3790314198165996,0.17365229388064884,0.14783684065968972
156,-0.5168030278946734,-1.4727200352025123,0.9324447889034282,-0.12783203664226706,0.9361087238887312,-0.042863169422417635,0.7073612853480622,0.053942165361057115
157,-0.03326425727474991,0.1336388571456193,0.08527326511840871,0.44842375087727027,0.9747047242746811,0.08873408050702425,-0.2164544980110521,-0.4229987136153698
158,0.9348481653796814,-0.904449845892497,-0.5443946739402421,0.011632904054986293,0.7317743625566632,0.0456969667724767,-0.3976059381947752,0.03756576159626923
159,-0.9304951217828039,-1.7988725871494191,0.5953403570336988,0.37069591562001625,0.5067360107708658,0.26038462988152156,0.8901911910203015,0.0032450597176532092
160,0.10401787136548513,-0.39432876236495806,-0.42064107740599943,0.20320507692914458,0.6413367670760619,-0.14984222870484687,-0.23581551200687523,0.37954245388127195
161,0.03805866962796589,1.4992835429778557,0.044931634655599906,-0.3168408862441927,0.7002703739278063,-0.11086400358248982,-0.6183969632117108,0.20389376161109185
162,0.34578370185249585,1.0405642059556923,0.6194462346804852,0.07526546388072641,0.5086367791916911,0.2405883080192306,-0.7620896164063822,0.2576959567649679
163,-0.6730242737370966,-1.902548440005703,0.6179619178961226,-0.2566783969864562,1.2600425656239915,-0.20427775207849008,-0.22285690336721697,0.34002783468037645
164,0.78514027610745,0.11680133392851255,-0.8106056477144759,0.2395382566164016,1.0940643596680029,0.08262566745866962,-0.1862890299175337,0.1313570280191081
165,0.4353553734368931,1.6975372404100395,0.8411953949249602,0.18320663039367657,1.2593345745472022,0.4698928467195318,0.47264348825518576,-0.14861178752508353
166,-0.988670577081511,-0.40500625455510564,-0.09003999149973785,-0.4999989036351903,0.5340317350509439,-0.4498537158429633,0.005516679067168129,-0.32390771453386924
167,-0.12776247875224644,1.4440820049801442,-0.345470518388735,0.49762631505346044,0.8107292803863922,0.4616779373623998,0.024024334036554684,-0.40949087691591
168,0.21404449933365988,0.8505020426184116,0.4130667455623378,0.327647059371429,0.6818424772033042,-0.41567442164385293,0.6150298402238936,0.3391408907816965
169,-0.17459450870477133,1.782672584115927,0.7365100827196207,0.005919971861013229,0.9818557457074366,-0.3811357841286449,-0.695313275532716,0.2944221731045791
170,0.9366927580511244,-1.0162092213058092,0.46125236261248737,-0.0910713783349485,0.6860604503132123,0.06825663387498582,-0.6843480242150985,-0.16879274137774003
171,0.5929728075796517,1.7227699696107535,0.9697541424999787,-0.11089492799958012,0.7173697877339603,-0.04206403209670029,0.607130757689206,0.15856116924314323
172,0.2624583415414985,0.615481739828093,0.32772462698198,0.19009862638461372,0.7037605680485782,0.3818219673069436,0.8322563268349243,0.0547820478007045
173,-0.7214482059265404,-1.0010310638379245,-0.03643168271063568,-0.24058624814984508,0.6811874187095319,0.2960172680011032,-0.9887374526010266,0.4988892049457275
174,0.9325615080100018,-1.8090433220473519,-0.21099670268683557,0.09371998766557244,0.8843325240639628,-0.04500830459039651,0.11266309790048923,-0.29663776056818714
175,0.45971402552848106,-1.7027715308372247,-0.7163308531583918,-0.03673613810212861,1.0866573255190528,0.23777687881391107,0.558189048171772,0.19867720868436367
176,-0.7769048874757631,-0.7770443743917101,-0.048100707431595335,-0.1939421962312895,1.2512069613232835,-0.06959103290692537,0.19264151643276484,0.2193845053174882
177,0.4311232119962236,1.283911047894804,-0.7085787232164842,-0.18267930215863692,0.7141064734477509,0.17117786926222156,0.47897016490931477,0.45919946459264116
178,-0.8904091238236282,-0.3486365126514892,0.5477637347031616,-0.4536322325425436,0.7993573689336683,0.08804503332720481,-0.9045648196146907,0.48235311221230637
179,0.05814194073250256,0.3428615866903346,-0.5835586879234764,0.11815745010126566,0.8903531374954008,-0.23492825959527264,-0.08235743126948436,-0.4996649123121003
